Food_ID,Name,C_Type,Veg_Non,Describe
232,apple and walnut cake,Dessert,vegetarian,"Apple, Eggs, Walnuts, Sugar, Walnuts, Oil, Flour, Baking Powder, Cinnamon Powder"
233,gluten free almond cake,Healthy,vegetarian,"Almond Powder, Egg, Honey, Baking Soda, Vanilla Essence, Salt, Honey, Almond"
234,cinnamon star cookies,Dessert,vegetarian,"Butter, Castor Sugar, Christmas Mix Spicy, Cinnamon Powder, Honey, Glucose, Cream, Poultry Flour, Baking Soda, Bread Flour"
235,whole wheat cake,Healthy,vegetarian,"Oven temperature, wheat flour, jaggery sugar, baking powder, oil, eggs, water, almond essence, walnuts"
236,plum cake,Dessert,vegetarian,"oven temp: 150 c-300 f, butter, sugar, eggs, almonds, vanilla essence, mixed fruits (sultanas, raisins, candied peels and cherries), refined flour,"
237,double chocolate easter cookies,Dessert,vegetarian,"Butter, Brown Sugar, Castor Sugar, Vanilla Essence, Dark Chocolate, Refined Flour, Cocoa Powder, Baking Soda, Salt, Milk, Cadbury Gems"
238,holi special malai kofta,Indian,vegetarian,"potatoes, paneer (cottage cheese), maida, coriander leaves (chopped), onion, ginger-garlic paste, tomatoes, malai or cream, raisins and cashew nuts, cashew nuts paste, haldi, red chilli powder, kitchen king masala, kasuri methi (dry fenugreek), salt, sugar"
239,homemade gulab jamun,Dessert,vegetarian,"sugar, water, milk, cardamom seeds, saffron, cardamom powder, khoya, baking soda, maida, milk"
240,lamb rogan josh,French,non-vegetarian,"lamb chops or stewing lamb, vegetable oil, cassia bark or cinnamon stick, bay leaves, green cardamoms, onions, garlic cloves, butter, turmeric, chilli powder, ground cumin, ground coriander, tomato puree, salt, garam masala, lemon juice"
241,fish curry,Thai,non-vegetarian,"fresh sole fish, black pepper powder, lemon (juiced), onion, coriander seeds, black pepper, raw rice, garlic cloves, coconut, coriander leaves, ginger (large), cinnamon powder, clove powder, ground nut oil, tamarind paste, cooking oil, salt,"
242,rice kheer,Indian,vegetarian,"milk, rice (washed), sugar, raisins, green cardamoms, almonds (shredded)"
243,assorted rice kheer sushi,Japanese,vegetarian,"basmati rice, milk, sugar, pistachio, almonds, green cardamoms(powdered), saffron, rose water, rose petals (dried), dark chocolate"
244,jalebi with fennel yogurt pudding,Dessert,vegetarian,"all purpose flour, yogurt, oil, sugar, water, saffron, green cardamom, yogurt (strained), milk (warm), sugar, nutmeg, cardamom powder"
245,broccoli souffle,Italian,vegetarian,"broccoli, butter, extra virgin olive oil, all-purpose flour, low fat milk, salt, black pepper, cheddar cheese, eggs (separated), egg whites, cream of tarter"
246,christmas dry fruit cake,Dessert,vegetarian,"butter (at room temperature), dark brown sugar, eggs, flour, salt, all spice powder, cinnamon, nutmeg, currants; golden raisins; dark raisins (each), soft dried figs, dates (pitted), prunes (stoned dried), apricots (dried), almonds (chopped), brandy, instant espresso (mixed with 1 tbsp water)"
247,microwave chicken steak,Healthy,non-vegetarian,"chicken breasts (boneless), eggs (slightly whisked), ginger paste, garlic paste, onions, coriander leaves, green chillies, black pepper powder, flour, vinegar, salt, oil"
248,cheese and ham roll,Snack,vegetarian,"hung curd, butter, cream, ground pimento, lemon juice, vodka, salt and pepper, asparagus spears(cooked), ham, pineapple slices"
249,vegetable manchurian,Chinese,vegetarian,"mixed vegetables - chopped fine or grated, eggs (slightly beaten), refined flour, garlic paste, ginger paste, water, oil , garlic , onions , capsicum, cornflour (blended with water), vinegar, salt, soya sauce, tomato puree, celery, ajinomoto (optional), water"
250,jerk chicken,Indian,non-vegetarian,"chicken legs, lime (halved), jerk seasoning powder (bottled), jerk seasoning paste (bottled), olive oil"
251,lemon poppy seed cake ,Dessert,vegetarian,"Flour, Baking Powder, Salt, Castor Sugar, Baking Soda, Eggs, Butter, Vanilla Essence, Lemon Juice, Poppy, Lemon Peel, Lemon Syrup, Wiped Cream, Fresh Berry"
252,steam bunny chicken bao ,Japanese,non-vegetarian,"Buns, Flour, Dry Yeast, Sugar, Salt, Hot Water, Chicken Mince, Eggs, Soy Sauce, Sugar, Sesame Oil, Worcestershire Sauce, Chives, Aromat Powder"
253,double chocolate easter cookies ,Dessert,vegetarian,"Butter, Brown Sugar, Castor Sugar, Vanilla Essence, Dark Chocolate, Refined Flour, Cocoa Powder, Baking Soda, Salt, Milk, Cadbury Gems"
254,orange quinoa sevaiyan,Healthy,vegetarian,"sevaiyan, quinoa, orange juice , dried figs, sugar, almond milk, desi ghee, jaggery, walnuts, melon seeds, peanuts"
255,spicy creamy kadai chicken,Indian,non-vegetarian,"chicken, ginger-garlic paste, pepper powder, lime juice, oil, salt, tomatoes, green chillies, ginger-garlic paste, chilli powder, black cardamoms, cloves, water, onion, ginger, green chillies, chilli powder, turmeric powder, garam masala, kasturi methi, cream"
256,apple kheer,Dessert,vegetarian,"apples, basmati rice, nuscovado sugar (you can also use normal sugar), cashew nuts and almonds, cassia bark or cinnamon stick, red grapes"
257,ragi oats ladoo (laddu),Dessert,vegetarian,"ragi flour, oats flour, dates (ripe), milk, honey, ghee, green cardamom powder, white sesame seeds, coconut powder, cashew nuts"
258,lamb korma,Indian,non-vegetarian,"onions, almond paste, ghee, cinnamon sticks, green cardamom, cloves, mace, bay leaves, garlic paste, ginger paste, lamb, salt, rose water (infused with 4-5 strands of saffron), yellow chilli powder, yogurt, yellow chilli powder, black pepper powder, coriander seed powder, cumin powder, red chilli powder, turmeric powder, clove powder, green cardamom powder, rose petal powder, nutmeg powder, black cardamom powder, fennel powder, cinnamon powder, mace powder, onions, cream/malai"
259,ragi coconut ladoo (laddu),Dessert,vegetarian,"finger millet flour (ragi), jaggery, peanuts, coconut, salt"
260,quick chicken curry,Indian,non-vegetarian,"Chicken, onion paste, tomato, garlic paste, ginger paste, coriander powder, cumin powder, turmeric powder, red chilli powder, garam masala powder, oil, salt, green coriander"
261,chicken shaami kebab,Indian,non-vegetarian,"Chana Dal, Chicken Thai, Salt, Whole Red Chillies, Cumin, Whole Coriander, Cloves, Pepper Whole, Cinnamon Stick, Celery, Eggs, Green Coriander, Mint, Green Chillies, Ginger, Garlic Buds, Oil"
262,chicken masala,Indian,non-vegetarian,"Chicken, ginger, garlic, onion, tomato, garam masala, bay leaves, salt, turmeric, coriander powder, red chilli powder, oil, green coriander, cream"
263,holi special bhang pakode,Indian,vegetarian,"besan, potato, fresh bhang leaves, spinach, bhang seed powder, ajwain, fresh green chilly , salt, tamarind paste, red chilly powder, mustard seeds, whole red chilli, soda"
264,kuttu atta pizza,Italian,vegetarian,"kuttu atta, salt, sugar, yeast, mozzarella cheese fresh, tomato, basil, cottage cheese, green chillies, olive oil, salt, black pepper (crushed), oregano"
265,arbi kofta with mint yogurt dip,Snack,vegetarian,"arbi/colocasia roots, water chestnut flour (kuttu ka aata), green chili, ginger, carom seeds, rock salt, oil, mint, curd, cucumber, pomegranate"
266,puffed rice squares,Snack,vegetarian,"puffed rice, nuts, honey, jaggery, butter, kewda to flavor, cardamom powder"
267,red velvet banana pudding,Dessert,vegetarian,"one can of sweetened condensed milk, ice cold water, instant vanilla pudding mix, cream cheese (softened and cut into 8 pieces), heavy cream, one 9 x 13 inch layer of red velvet cakcake, ripe bananas, mini chocolate chips, sugar, cocoa, cake flour, baking soda, salt, butter (room temp cut into 1 inch pieces), eggs, milk, sour cream, cider vinegar, vanilla extract, red food coloring, all-purpose flour, milk, unsalted butter (room temperature), sugar, vanilla extract"
268,baked wild berry cheesecake,Dessert,vegetarian,"butter, digestive biscuits, berries, cream cheese, castor sugar, vanilla extract, egg (lightly beaten), icing sugar"
269,spiced orange valencia cake,Dessert,vegetarian,"egg whites, egg white powder, sugar, almond powder, hazelnut powder, sugar, hazelnut (toasted)"
270,jalapeno cheese fingers,Mexican,vegetarian,"yellow cornmeal, sugar, baking soda, salt, buttermilk (well-shaken), egg, cheddar (extra sharp), scallion (white and pale green parts only), pickled jalapenos (drained), unsalted butter,"
271,californian breakfast benedict,Snack,vegetarian,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce"
272,chocolate marquise,Dessert,vegetarian,"dark chocolate (melted), castor sugar, egg yolk, egg, cocoa powder, coffee, cream, berries, dark chocolate, fresh cream"
273,corn & jalapeno poppers,Mexican,vegetarian,"fresh corn kernels, corn flour, whole egg, cheddar cheese, jalapeno poppers, smoked paprika, coriander (toasted & ground), green onions, fresh cilantro, lemon (zest and juice), cooking oil"
274,banana phirni tartlets with fresh strawberries,Snack,vegetarian,"basmati rice (soaked in water), milk, cardamom powder, milk, saffron, sugar, banana, fresh strawberries, plain flour, butter (chilled), castor sugar, egg yolk, chilled water"
275,mexican pizza,Mexican,vegetarian,"Dough tortia, refried beans, bell paper, spring onion, lettuce, mozzarella cheese, orange cheddar cheese, chitpole dressing, for pico de chelo, tomato, onion, lemon juice, salt, green chilli, coriander, black beans (boiled ), Tomato, onion, vine paper, vegetable oil"
276,apple and pear cake,Healthy,vegetarian,"Core, Chopped and Sliced ??Apple, Core, Chopped and Sliced ??Pears, Castor Sugar, Vanilla Essence, Sunflower Oil, Eggs, Flour, Milk, Baking Powder, Milk, Cinnamon Stick, Egg yolks, Castor Sugar"
277,microwave chocolate cake,Dessert,vegetarian,"Flour, castor or powdered sugar, oil, butter or margarine, cocoa powder, water, vanilla essence, baking soda, baking powder, salt, egg"
278,white chocolate and lemon pastry,Dessert,vegetarian,"White chocolate, fresh cream, VIP cream, vanilla bean, vanilla extract, cream cheese, gelatin, lemon, egg yolks, butter, castor sugar"
279,mixed beans salad,Healthy,vegetarian,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander"
280,baked raw banana samosa,Snack,vegetarian,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt"
281,coconut mango oatmeal with cinnamon hint,Healthy,vegetarian,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder"
282,fruit cube salad,Healthy,vegetarian,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)"
283,veg hakka noodles,Chinese,vegetarian,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce"
284,strawberry quinoa pancakes,Healthy,vegetarian,"quinoa, milk, olive oil, egg (slightly beaten), baking powder, orange essence, castor sugar, maple syrup, strawberries (to garnish)"
285,spinach & banana pancakes,Healthy,vegetarian,"Rolled Oats, Milk, Spinach, Banana, Egg, Cinnamon Powder, Vanilla Extract, Baking Powder"
286,french onion grilled cheese,French,vegetarian,"Brown slice bread, onion, oil, emmental cheese"
287,pasta in cheese sauce,Italian,vegetarian,"Milk, Flour, Butter, Pepper Powder, Nutmeg, Cheese, Pasta (of your choice)"
288,deviled scotch egg,French,non-vegetarian,"Lamb Keema, Rosemary, Thyme, Eggs (hard boiled peel), Flour, Eggs (Lightly Whipped), Panco, Peanut Oil, Salt, Pepper, Mayonnaise, Apple Cedar Vinegar, English Mustard, Salt, Pepper, Paprika and Olive Powder"
289,amritsari fish,Indian,non-vegetarian,"fish with curry, ginger and garlic"
290,butter chicken,Indian,non-vegetarian,mughalai delecacy
291,chicken razala,Indian,non-vegetarian,chicken cooked in a rich gravy with mint
292,chicken tikka,Indian,non-vegetarian, served on a skewer
293,chicken tikka masala,Indian,non-vegetarian,chicken roasted in a yogurt tomato sauce. creamy texture.
294,mushroom matar,Indian,vegetarian,mushroom and peas in a masala/chili sauce
295,tandoori chicken,Indian,non-vegetarian,as a dish originated in the punjab before the independence of india and pakistan.
296,tandoori fish tikka,Indian,non-vegetarian,chickenn lime and ginger and cooked over an open fire.
297,chettinadu chicken,Indian,non-vegetarian,chicken and spices
298,chicken 65,Chinese,non-vegetarian,"ed chicken preparation. chicken, onion, ginger"
299,kolim / jawla,Indian,vegetarian,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati
300,black rice,Healthy,vegetarian,riety of rice
301,brown rice,Healthy,vegetarian,riety of rice.
302,koldil chicken,Chinese,non-vegetarian,made with banana flower; an assamese specialty
303,red rice,Healthy,vegetarian,riety of rice.
304,rice,Indian,vegetarian,boiled rice
305,sunga pork,Japanese,non-vegetarian,curry
306,banana chips,Snack,vegetarian,"dried slices of bananas (fruits of herbaceous plants of the genus musa of the soft, sweet ""dessert banana"" variety), they can be covered with sugar or honey and have a sweet taste, or they can be fried in oil and spices and have a salty and/or spicy taste.[2]"
307,bhurji- egg,Indian,non-vegetarian,"made using indian spices, onion, tomatoes, green chilli, and had with bread, or parathas."
308,flattened rice / poha,Indian,vegetarian,"dehusked rice which is flattened into flat light dry flakes, these flakes of rice swell when added to liquid, whether hot or cold, as they absorb water, milk, or any other liquids. the thicknesses of these flakes vary between almost translucently thin (the more expensive varieties) to nearly four times thicker than a normal rice grain."
309,puffed rice,Snack,vegetarian,"grain made from rice; usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely. pori (puffed rice) has been mentioned in various tamil literatures as an offering to hindu deities. offerings of pori and jaggery made to vinayagar (lord ganesh) are mentioned in the tiruppugazh, a 15th-century anthology of tamil religious songs, written by tamil poet arunagirinathar. pori is offered to hindu gods and goddesses in all poojas in the south indian states of kerala and tamil nadu."
310,Miso-Butter Roast Chicken With Acorn Squash Panzanella,Japanese,non-vegetarian,"chicken, acorn squash,sage, rosemary, butter"
311,Honeydew Salad with Ginger Dressing and Peanuts,Healthy,vegetarian,"peeled ginger, lightbrown sugar,chilli, honeydew melon,cucumber, avacado"
312,Kimchi and Miso Noodle Soup,Korean,vegetarian,"scallions, cloves of garlic,cabbage kimchi, tofu "
313,Spicy Korean Steak,Korean,non-vegetarian," boneless steak, olive oil, black pepper, oyster sauce,  ginger, chilli flakes, cooking wine, kimchi,cilantro"
314,French Spiced Bread,French,vegetarian,"all purpose flour, butter, dried appricots, honey, milk dried plumps, sugar,salt"
315,Quinoa Bowl and Berries,Healthy,vegetarian,"quinoa, black berries,strawberries, blueberries,,chia seeds, almonds"
316,Shawarma-Spiced Braised Leg of Lamb,Indian,non-vegetarian,"cumin seed, garlic, chilli powder, lamb leg, corriender, onion, turmeric powder, lemon, tomato"
317,Roast Pork Tenderloin with Carrot Romesco, Korean,non-vegetarian,"carrots, Olive Oil, Salt ,  pork tenderloin, Garlic, red pepper flake, red wine vineger, "
318,"Ricotta Gnocchi with Asparagus, Peas, and Morels",Italian,vegetarian," ricotta,Asparagus,  morel mushrooms, Olive Oil,  Parmesan, fresh peas, butter, black pepper,  shallot, "
319,Crispy Pakora,Indian,vegetarian,"Cabbage, carrot, onion, gram flour"
320,Lamb Tikka,Indian,non-vegetarian,"Boneless Lamb, Turmeric powder, corriender powder, cumin powder, yogurt, garlic, giner"
321,Grilled Sweet Prawn,Chinese,non-vegetarian,"Prawn, teriyaki sauce, salmon, avacado, cucumber"
322,Pho Tai rare beef,Vietnames,non-vegetarian,"Bean Sprouts, lemon, Thai basils, Rice noodles, beef"
323,Summer Rolls,Vietnames,non-vegetarian,"Mint, Lettuce, Noodles, Prawn, Rice Paper,Peanut Sauce"
324,Spice Chicken Baugette,Vietnames,non-vegetarian,"Spice Chicken, cucumber, coriander, pickled carrort, mayo"
325,Bean Curd Rolls,Vietnames,vegetarian,"bean curd,mix herbs, lettuce, cucuber, rice paper"
326,Pho Chay Soup,Vietnames,vegetarian,"Rice noodle,vegatable soup, bean curd, mushroom"
327,Pho Ga Chicken,Vietnames,non-vegetarian,"Rice noodle, chicken, lemon, bean sprouts, Thai basils, chicken"
328,Chicken Sweet Corn Soup,Chinese,non-vegetarian,"Chicken,Chicken brouth, Sweet corn, garlic, ginger"
329,Thai Spareribs,Thai,non-vegetarian," lemongrass, ginger, meaty sparerib, Sesame-Cilantro Rice,peanut sauce,sesame oil,garlic, soy sauce "
330,Frenched Green Beans,French,vegetarian," green beans, Olive Oil, black paper, vineger,"
331,Lemony Crab Salad with Baby Greens,Healthy,non-vegetarian,"Lemon juice, olive oil, crab, lecttus, paper,salt, vineger"
332,Mushroom Manchruian,Indian,vegetarian,"Mushroom, Panner, Soy sauce, ketchup, Viniger,onion, corriender, Indian Spices"
333,Biryani,Indian,non-vegetarian,"Chicken, Rice, Cinamon, Clove, ginger, garlic, yougurt, turmeric powder, cumin powder, corriender powder"
334,Tandoori Chicken,Indian,non-vegetarian,"Cicken, yougurt, tandori spices, ginger, coriander, turmeric, lime"
335,Shrimp Olivier,French,non-vegetarian,"Shrimp, egg, Potatoes, carrot, onion, pasley, mayo"
336,Potato Casserole,Italian,vegetarian,"potatoes, butter, salt, pepper"
337,Thyme-Roasted Sweet Potatoes,Healthy,vegetarian,"sweet potatoes, thyme leaves, olive oil, red papper flakes,"
338,Noodle Curry,Vietnames,non-vegetarian,"Vegetable stock curry, coconut, lime leaves, raddish, carrot"
339,Grill Lemon grass Pork baguette,Vietnames,non-vegetarian,"Lemon grass, pork, coriender,cucumber, pickeled carrot, chilli"
340,Sukuti Chatpate,Nepalese,non-vegetarian,"crunchy noodles, onion, cucumber,tomatoes, lemon juice, puffed rice, dried meat"
341,Cheese Naan,Indian,vegetarian,"Aall purpose flour, yougurt, cheese"
342,Mushroom Rice,Nepalese,vegetarian,"Mushroom, Rice, Cumin Seeds"
343,Bringle Alo,Nepalese,vegetarian,"aubergine,potato, garlic, ginger, cumin seeds, spices"
344,Mutar Paneer,Indian,vegetarian,"Green pea, cottage cheese, garlic, indian spices"
345,Cucumber and Radish Salad,Healthy,vegetarian,"cucumber,raddish,vinegar, coriander,olive, salt papper"
346,Channa Masala,Indian,vegetarian,"chickpeas, turmeric powder, onion, ginger, garlic, curry powder"
347,Saag Alo ,Nepalese,vegetarian,"Spinach, onion, potato, cumin seed, turmeric powder, nepali spices"
348,Alo Tama Bodi,Nepalese,vegetarian,"bamboo shoot, black eye bean, potato"
349,Tarka Daal,Nepalese,vegetarian,"yello lentils,garlic, cumin seed, butter"
350,Jeera Alu,Nepalese,vegetarian,"boiled potatoes, cumin seeds, lemon juice"
351,Nepali Chicken Curry,Nepalese,non-vegetarian,"boneless chicken, onion, tomato, coriender powder,cumin powder,butter,turmeric, chilli powder, garlic,ginger"
352,Lamb Shashlik,Indian,non-vegetarian,"minced lamb marinated with indian spices, garlic, ginger, coriander, yogurt, turmeric, cloves"
353,Hyakula,Nepalese,non-vegetarian,"lamb ribs, cumin powder,turmeric powder,nepali spices, mustard oil "
354,Alo Achar,Nepalese,vegetarian,"boiled potatoes, peas, cucumber, mustard oil, turmeric powder, cumin powder, carrot, salt"
355,Chicken Momo,Nepalese,non-vegetarian,"minced chicken meat, coriender, cumin powder,garlic,ginger,onion,flour wrapping"
356,Black-Bean Burgers,Chinese,vegetarian,"cumin, black bean, cilantro, lettuce,sour cream, oregano, buns"
357,Parmesan Toasts,Italian,vegetarian,"Bread, garlic, olive oil, Parmesan cheese, salt"
358,Rice with Soy-Glazed Bonito Flakes and Sesame Seeds,Japanese,non-vegetarian,"sake, sesame seeds, soy sauce, rice, japanese sauces"
359,Shirazi Salad,Healthy,vegetarian,"Spring onion, cheese, lemon juice, cucumber, onion, carrot, parsley, cilantro"
360,Sesame Noodles with Chili Oil and Scallions,Chinese,vegetarian,"Noodles, Salt,garlic,chilli oil, sesame oil, chilli flakes, scallions, sichuan pepper, vinegar, soy sauce"
361,Thai Green Curry ,Thai,vegetarian,"cumin seeds, coriander seeds, chillies, garlic, ginger onion, thai sauces,lemon grass, penut "
362,Ground Pork Menudo,Spanish,non-vegetarian,"onion, garlic, olive oil, minced pork, fish sauce,  green peas, black peper"
363,Bao Bun ,Chinese,non-vegetarian,"sesame seed, all purpose flour, spring onion, teriyaki sauce"
364,Garlic Naan,Indian,vegetarian,"garlic, all purpose flour, yougurt, cumin seed"
365,Egg Curry with Tomatoes and Cilantro,Indian,non-vegetarian,"boiled egg, cilantro, garlic,cucumber,tumeric powder,tomatoes,"
366,Kimchi Bokumbab,Korean,non-vegetarian,"Cabbage Kimchi, Stir fried eggs, rice, seaweed, sesame seeds, spring onion"
367,Korean fried Chicken,Korean,non-vegetarian," korean sauce, boneless chicken,sesame seeds"
368,Prawn kastu Curry,Japanese,non-vegetarian,"prawn, rice, japanes curry sauce, bread crumbs, rice"
369,Beef Bibimbab,Korean,non-vegetarian,"Beef,Cucumber,carrot, mushrooms,Spinich,Rice, Gochujang, Soy sauce"
370,Sweet and Sour Chicken Fried Rice,Chinese,non-vegetarian," Rice, carrot, peas, chicken, soy sauce, sugar, garlic, capcicum"
371,Sea Food Soup,Chinese,non-vegetarian,"Prawn,Squid, fish ball, fish cake, mussels, crab sticks"
372,Pad Thai,Thai,non-vegetarian,"noodles, vegetable oil, garlic, eggs, lime juice , brown sugar, fish sauce, ginger,red pepper flakes, onion, cilantro, penuts"
373,Spicy Kimchi Tofu Stew,Korean,vegetarian,"tofu, kimchi, gochujang,black pepper,  sesame seeds, soy sauce, scallions"
374,Slow-Roasted Pork ,Korean,non-vegetarian,"fresh sage,garlic cloves, bone-in pork shoulder,ground pepper,Dijon mustard"
375,Pico de Gallo Verde,Mexican,vegetarian,"avacado, tomato, cucumber,celery, garlic, mint, lemon juice, chillies, onion, cilantro"
376,Pineapple-Coconut Rice,Thai,vegetarian,"brown rice, coconut milk, onion, carrot, cashew, pineapple, vegetable oil, ginger, curry powder"
377,Lamb and Green Squash Dumplings,Chinese,non-vegetarian,"Squash, zucchini, scallions, soya sauce, ginger, cooking wine, vineger, all purpose flour, sichuan peppercorns,ground lamb,"
378,Crispy Tofu Balls,Japanese,vegetarian," tofu, scallions, mushrooms,Spicy aioli,corn, white pepper, vegetable oil"
379,Grilled Chicken with Almond and Garlic Sauce,Healthy,non-vegetarian,"lemon juice, olive oil, mushrooms lemon zest, chicken breast, roasted almonds, garlic"
380,Parmesan Cauliflower and Parsley Salad,Italian,vegetarian,",olives, parmesan cheese, pasley,pepper,oil"
381,Vietnamese Chicken Salad,Vietnames,non-vegetarian,"roasted peanuts,basil leaves, mint leaves, chicken, cucumber,carrot"
382,Eggplant and Beef Stir-Fry,Thai,non-vegetarian,"soya sauce,mint,thai chillies,vermicelli noodles,beef, asaian eggplat"
383,Stir-Fried Lettuces With Crispy Shallots,Chinese,non-vegetarian,"sliced shallots,pepper,salt,garlic, ginger, lettuce,brown rice"
384,Chicken and Dumplings,Chinese,non-vegetarian,"purpose flour,egg,nutmeg, chicken broth, carrot,salt,chives, pepper, chicken thighs"
385,Asian Salmon Bowl with Lime Drizzle,Thai,non-vegetarian," jasmine rice, garlic, butter, soy sauce, salmon fillet,spinach,black sesame seeds"
386,Pasta with Garlic-Scape Pesto,Italian,vegetarian,"pistachios, Parmigiano-Reggiano cheese,salt and black pepper, spaghetti,olive oil"
387,Pico de Gallo,Mexican,vegetarian,"onion,tomatoes, oil,  cilantro, jalapeao"
388,Basmati Rice with Summer Vegetable Salad,Indian,vegetarian,"basmati rice,shallot,radishes,greens, sprouts, tomatoes, peas, summer squash,carrot, oil,salt"
389,Fresh Corn Tortillas,Mexican,vegetarian,"corn tortilla mix,corn,salt"
390,Quinoa Tabbouleh,Healthy,vegetarian," quinoa, olive oil, tomato,  cucumber, parsley, mint, scallions, thinly sliced"
391,Grilled Clams With Herb Butter,French,non-vegetarian," parsley, pepper, salt, scallion, lemon juice, littleneck clams"
392,Rajas Poblanas,Mexican,vegetarian,"poblano pepper, cream, salt, cream cheese"
393,Braised Beef Short Ribs,Korean,non-vegetarian,"Beef, Scallion, Raddish, Spanich "
394,Fig and Sesame Tart with Cardamom Orange Cream,Dessert,non-vegetarian," all-purpose flour,sugar,salt,unsalted butter, egg yolk,heavy cream, cinnamon,orange zest, fig,sesame seeds, mild honey"
395,Rouille,French,vegetarian," bread crumbs,cayenne, extra-virgin olive oil,coarse sea salt, garlic"
396,Kimchi Toast,Korean,vegetarian," cream cheese, chopped kimchi, scallions,country-style bread, sesame seeds,  cilantro leaves"
397,"Tacos de Gobernador (Shrimp, Poblano, and Cheese Tacos)",Mexican,non-vegetarian,"poblano chiles, bacon, shrips, red salsa, garlic, corn tortillas, lime juice"
398,Melted Broccoli Pasta With Capers and Anchovies,French,non-vegetarian,"broccoli,Bread Crumbs,  anchovy fillets, garlic cloves,  red pepper flakes, penne pasta, olive oil"
399,Lemon-Ginger Cake with Pistachios,Dessert,non-vegetarian,"egg yolks,lemon juice, unsalted butter, all purpose flour, sugar, ginger, milk"
400,Rosemary Roasted Vegetables,Healthy,vegetarian,"kosher salt, rosemary, garlic, potato, olive oil, carrot, walnut, cheese, ground pepper"
